,id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
617,618,270,170,"Duffy, Brian","Duffy, Brian",male,1953,U.S.,military,NASA- 11,1985,4,4,commander,2000,STS-92,STS-92,STS-92,STS-92,310.0,976.0,0,0.0,0.0
618,619,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,1,6,MSP,1992,STS-45,STS-45,STS-45,STS-45,214.0,8976.0,0,0.0,22.73
619,620,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,2,6,MSP,1993,STS-56,STS-56,STS-56,STS-56,222.0,8976.0,0,0.0,22.73
620,621,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,3,6,MSP,1995,STS-63,STS-63,STS-63,STS-63,198.5,8976.0,1,4.65,22.73
621,622,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,4,6,MSP,1997,23,STS-84,Mir,STS-86,3470.0,8976.0,1,7.0,22.73
622,623,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,5,6,MSP,1999,STS-103,STS-103,STS-103,STS-103,191.0,8976.0,1,8.17,22.73
623,624,271,171,"Foale, C. Michael","Foale, C. Michael",male,1957,U.S.,civilian,NASA- 12,1987,6,6,commander,2003,8,Soyuz TMA-3,ISS,Soyuz TMA-3,4674.5,8976.0,1,3.92,22.73
624,625,272,1,"Frimout, David","Frimout, Dirk Dries david",male,1941,Belgium,civilian,ATLAS-1,1985,1,1,PSP,1992,STS-45,STS-45,STS-45,STS-45,214.15,214.15,0,0.0,0.0
625,626,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military,NASA- 12,1987,1,3,pilot,1992,STS-49,STS-49,STS-49,STS-49,213.0,704.0,0,0.0,0.0
626,627,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military,NASA- 12,1987,2,3,pilot,1994,STS-59,STS-59,STS-59,STS-59,270.0,704.0,0,0.0,0.0
627,628,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,1954,U.S.,military,NASA- 12,1987,3,3,commander,1996,STS-76,STS-76,STS-76,STS-76,221.0,704.0,0,0.0,0.0
628,629,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military,NASA- 12,1987,1,5,pilot,1992,STS-50,STS-50,STS-50,STS-50,331.0,5304.0,0,0.0,13.28
629,630,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military,NASA- 12,1987,2,5,pilot,1993,STS-61,STS-61,STS-61,STS-61,260.0,5304.0,0,0.0,13.28
630,631,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military,NASA- 12,1987,3,5,commander,1995,STS-73,STS-73,STS-73,STS-73,382.0,5304.0,0,0.0,13.28
631,632,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military,NASA- 12,1987,4,5,commander,1997,STS-82,STS-82,STS-82,STS-82,239.0,5304.0,0,0.0,13.28
632,633,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,1956,U.S.,military,NASA- 12,1987,5,5,commander,2002,6,STS-113,ISS,Soyuz TMA-1,3865.0,5304.0,2,13.28,13.28
633,634,275,174,"DeLucas, Lawrence James","DeLucas, Lawrence James",male,1950,U.S.,civilian,United States Microgravity Labratory-1,1990,1,1,PSP,1992,STS-50,STS-50,STS-50,STS-50,331.53,331.53,0,0.0,0.0
634,635,276,175,"Trinh, Eugene Huu-Chau","Trinh, Eugene Huu-Chau",male,1950,U.S.,civilian,Spacelab-3,1983,1,1,PSP,1992,STS-50,STS-50,STS-50,STS-50,331.53,331.53,0,0.0,0.0
635,636,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian,NPOE-8,1987,1,3,flight engineer,1993,12,Soyuz TM­15,Mir,Soyuz TM­15,4533.0,17942.23,4,18.35,41.0
636,637,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian,NPOE-8,1987,2,3,flight engineer,1995,20,Soyuz TM­22,Mir,Soyuz TM­22,4297.0,17942.23,1,5.27,41.0
637,638,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,1956,U.S.S.R/Russia,civilian,NPOE-8,1987,3,3,flight engineer,1998,26,Soyuz TM28,Mir,Soyuz TM29,9110.0,17942.23,3,17.38,41.0
638,639,278,3,"Tognini, Michel","Tognini, Michel",male,1949,France,military,CNES-2/EAC,1985,1,2,MSP,1992,Antares,Soyuz TM-15,Soyuz TM-15,Soyuz TM-14,331.0,449.77,0,0.0,0.0
639,640,278,3,"Tognini, Michel","Tognini, Michel",male,1949,France,military,CNES-2/EAC,1985,2,2,MSP,1999,STS-93,STS-93,STS-93,STS-93,118.8,449.77,0,0.0,0.0
640,641,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military,NASA- 12,1987,1,3,pilot,1992,STS-46,STS-46,STS-46,STS-46,191.0,904.0,0,0.0,0.0
641,642,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military,NASA- 12,1987,2,3,pilot,1994,STS-62,STS-62,STS-62,STS-62,335.0,904.0,0,0.0,0.0
642,643,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,1955,U.S.,military,NASA- 12,1987,3,3,commander,1996,STS-75,STS-75,STS-75,STS-75,378.0,904.0,0,0.0,0.0
643,644,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian,1978 ESA Group,1978,1,4,PSP,1992,STS-46,STS-46,STS-46,STS-46,191.25,1184.07,0,0.0,8.16
644,645,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian,1978 ESA Group,1978,2,4,PSP,1993,STS-61-A,STS-61-A,STS-61-A,STS-61-A,259.97,1184.07,0,0.0,8.16
645,646,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian,1978 ESA Group,1978,3,4,MSP,1996,STS-75,STS-75,STS-75,STS-75,541.67,1184.07,0,0.0,8.16
646,647,280,1,"Nicollier, Claude","Nicollier, Claude",male,1944,Switzerland,civilian,1978 ESA Group,1978,4,4,MSP,1999,STS-103,STS-103,STS-103,STS-103,191.18,1184.07,1,8.16,8.16
647,648,281,1,Franco Malerba,Franco Malerba,male,1946,Italy,civilian,1989 ESA Group,1998,1,1,PSP,1992,sts-46,STS-46,STS-46,STS-46,191.25,191.25,0,0.0,0.0
648,649,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,1,6,pilot,1992,STS-47,STS-47,STS-47,STS-47,190.5,1381.0,0,0.0,0.0
649,650,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,2,6,pilot,1994,STS-66,STS-66,STS-66,STS-66,262.5,1381.0,0,0.0,0.0
650,651,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,3,6,pilot,1996,STS-77,STS-77,STS-77,STS-77,240.5,1381.0,0,0.0,0.0
651,652,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,4,6,commander,1997,STS-85,STS-85,STS-85,STS-85,284.5,1381.0,0,0.0,0.0
652,653,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,5,6,commander,1998,STS-95,STS-95,STS-95,STS-95,213.5,1381.0,0,0.0,0.0
653,654,282,177,"Brown, Curtis L., Jr.","Brown, Curtis L., Jr.",male,1956,U.S.,military,NASA- 12,1987,6,6,commander,1999,STS-103,STS-103,STS-103,STS-103,191.0,1381.0,0,0.0,0.0
654,655,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian,NASA- 12,1987,1,3,MSP,1992,STS-47,STS-47,STS-47,STS-47,190.5,673.0,0,0.0,0.0
655,656,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian,NASA- 12,1987,2,3,MSP,1994,STS-60,STS-60,STS-60,STS-60,199.0,673.0,0,0.0,0.0
656,657,283,178,"Davis, Nancy Jan","Davis, Nancy Jan",female,1953,U.S.,civilian,NASA- 12,1987,3,3,MSP,1997,STS-85,STS-85,STS-85,STS-85,284.0,673.0,0,0.0,0.0
657,658,284,179,"Jemison, Mae C.","Jemison, Mae C.",female,1956,U.S.,civilian,NASA- 12,1987,1,1,MSP,1992,STS-47,STS-47,STS-47,STS-47,190.5,190.5,0,0.0,0.0
658,659,285,2,"Mohri, Mamoru",毛利衛,male,1948,Japan,civilian,NASDA-1,1985,1,2,PSP,1992,STS-47,STS-47,STS-47,STS-47,190.5,190.5,0,0.0,0.0
659,660,285,2,"Mohri, Mamoru",毛利衛,male,1948,Japan,civilian,NASDA-1,1985,2,2,MSP,2000,STS-99,STS-99,STS-99,STS-99,269.7,190.5,0,0.0,0.0
660,661,286,3,Steven MacLean,Steven MacLean,male,1954,Canada,military,1983 NRC Group,1983,1,2,PSP,1992,STS-52,STS-52,STS-52,STS-52,236.93,520.03,0,0.0,7.18
661,662,286,3,Steven MacLean,Steven MacLean,male,1954,Canada,military,1983 NRC Group,1983,2,2,MSP,2006,STS-115,STS-115,STS-115,STS-115,283.1,520.03,1,7.18,7.18
662,663,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military,NASA- 13,1990,1,3,MSP,1992,STS-53,STS-53,STS-53,STS-53,175.0,666.0,0,0.0,6.03
663,664,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military,NASA- 13,1990,2,3,MSP,1994,STS-59,STS-59,STS-59,STS-59,270.0,666.0,0,0.0,6.03
664,665,287,180,"Clifford, Michael R.","Clifford, Michael R.",male,1952,U.S.,military,NASA- 13,1990,3,3,MSP,1996,STS-76,STS-76,STS-76,STS-76,221.0,666.0,1,6.03,6.03
665,666,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military,NASA- 13,1990,1,5,MSP,1993,STS-54,STS-54,STS-54,STS-54,143.0,5054.0,0,0.0,8.93
666,667,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military,NASA- 13,1990,2,5,MSP,1994,STS-64,STS-64,STS-64,STS-64,262.0,5054.0,0,0.0,8.93
667,668,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military,NASA- 13,1990,3,5,MSP,1996,STS-78,STS-78,STS-78,STS-78,405.0,5054.0,0,0.0,8.93
668,669,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military,NASA- 13,1990,4,5,MSP,2000,STS-101,STS-101,STS-101,STS-101,237.0,5054.0,0,0.0,8.93
669,670,288,181,"Helms, Susan J.","Helms, Susan J.",female,1958,U.S.,military,NASA- 13,1990,5,5,flight engineer,2001,2,STS-102,ISS,STS-105,4007.0,5054.0,1,8.93,8.93
670,671,289,75,"Poleshchuk, Aleksandr",Александр Федорович Полещук,male,1953,U.S.S.R/Russia,military,NPOE-9,1989,1,1,flight engineer,1993,13,Soyuz TM­16,Mir,Soyuz TM­16,4296.0,4296.72,2,9.97,9.97
671,672,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian,NASA- 13,1990,1,5,MSP,1993,STS-56,STS-56,STS-56,STS-56,222.0,1560.0,0,0.0,0.0
672,673,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian,NASA- 13,1990,2,5,pilot,1995,STS-69,STS-69,STS-69,STS-69,260.5,1560.0,0,0.0,0.0
673,674,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian,NASA- 13,1990,3,5,commander,1996,STS-80,STS-80,STS-80,STS-80,424.0,1560.0,0,0.0,0.0
674,675,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian,NASA- 13,1990,4,5,commander,2001,STS-98,STS-98,STS-98,STS-98,309.0,1560.0,0,0.0,0.0
675,676,290,182,"Cockrell, Kenneth D.","Cockrell, Kenneth D.",male,1950,U.S.,civilian,NASA- 13,1990,5,5,commander,2002,STS-111,STS-111,STS-111,STS-111,333.0,1560.0,0,0.0,0.0
676,677,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian,NASA-13,1990,1,4,MSP,1993,STS-56,STS-56,STS-56,STS-56,222.0,978.0,0,0.0,0.0
677,678,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian,NASA-13,1990,2,4,MSP,1994,STS-66,STS-66,STS-66,STS-66,263.0,978.0,0,0.0,0.0
678,679,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian,NASA-13,1990,3,4,MSP,1999,STS-96,STS-96,STS-96,STS-96,235.0,978.0,0,0.0,0.0
679,680,291,183,"Ochoa, Ellen","Ochoa, Ellen",female,1958,U.S.,civilian,NASA-13,1990,4,4,MSP,2002,STS-110,STS-110,STS-110,STS-110,260.0,978.0,0,0.0,0.0
680,681,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military,NASA-13,1990,1,4,MSP,1993,STS-55,STS-55,STS-55,STS-55,240.0,932.0,0,0.0,0.0
681,682,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military,NASA-13,1990,2,4,pilot,1995,STS-71,STS-71,STS-71,STS-71,235.0,932.0,0,0.0,0.0
682,683,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military,NASA-13,1990,3,4,commander,1997,STS-84,STS-84,STS-84,STS-84,221.0,932.0,0,0.0,0.0
683,684,292,184,"Precourt, Charles J., Jr.","Precourt, Charles J., Jr.",male,1955,U.S.,military,NASA-13,1990,4,4,commander,1998,STS-91,STS-91,STS-91,STS-91,235.0,932.0,0,0.0,0.0
684,685,293,185,"Harris, Bernard A., Jr.","Harris, Bernard A., Jr.",male,1956,U.S.,civilian,NASA Astronaut Group 13,1990,1,2,MSP,1993,STS-55,STS-55,STS-55,STS-55,239.0,437.0,1,4.65,4.65
685,686,293,185,"Harris, Bernard A., Jr.","Harris, Bernard A., Jr.",male,1956,U.S.,civilian,NASA Astronaut Group 14,1990,2,2,MSP,1995,STS-63,STS-63,STS-63,STS-63,198.0,437.0,0,0.0,4.65
686,687,294,5,"Walter, Ulrich","Walter, Ulrich",male,1954,Germany,civilian,DLR-2/EAC,1987,1,1,PSP,1993,STS-55,STS-55,STS-55,STS-55,239.67,239.67,0,0.0,0.0
687,688,295,6,"Schlegel, Hans","Schlegel, Hans",male,1951,Germany,civilian,DLR-2/EAC,1987,1,2,PSP,1993,STS-55,STS-55,STS-55,STS-55,240.0,546.0,0,0.0,6.75
688,689,295,6,"Schlegel, Hans","Schlegel, Hans",male,1951,Germany,civilian,DLR-2/EAC,1987,2,2,MSP,2008,STS-122,STS-122,STS-122,STS-122,306.0,546.0,1,6.75,6.75
689,690,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military,NASA- 13,1990,1,4,MSP,1993,STS-57,STS-57,STS-57,STS-57,240.0,999.0,0,0.0,0.0
690,691,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military,NASA- 13,1990,2,4,MSP,1995,STS-70,STS-70,STS-70,STS-70,214.0,999.0,0,0.0,0.0
691,692,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military,NASA- 13,1990,3,4,MSP,1998,STS-88,STS-88,STS-88,STS-88,283.0,999.0,0,0.0,0.0
692,693,296,186,"Currie, Nancy J.","Currie, Nancy J.",female,1958,U.S.,military,NASA- 13,1990,4,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262.0,999.0,0,0.0,0.0
693,694,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990 NASA group,1990,1,4,MSP,1993,STS-57,STS-57,STS-57,STS-57,239.0,1064.15,1,5.83,19.88
694,695,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990 NASA group,1990,2,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,269.0,1064.15,0,0.0,19.88
695,696,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990 NASA group,1990,3,4,MSP,1997,STS-81,STS-81,STS-81,STS-81,240.0,1064.15,0,0.0,19.88
696,697,297,187,"Wisoff, Peter J. K.","Wisoff, Peter J. K.",male,1958,U.S.,civilian,1990 NASA group,1990,4,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309.0,1064.15,2,14.05,19.88
697,698,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian,1990 NASA group,1990,1,5,MSP,1993,STS-57,STS-57,STS-57,STS-57,239.73,1199.81,0,0.0,0.0
698,699,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian,1990 NASA group,1990,2,5,MSP,1995,STS-63,STS-63,STS-63,STS-63,198.47,1199.81,0,0.0,0.0
699,700,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian,1990 NASA group,1990,3,5,MSP,1997,STS-83,STS-83,STS-83,STS-83,95.21,1199.81,0,0.0,0.0
700,701,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian,1990 NASA group,1990,4,5,MSP,1997,STS-94,STS-94,STS-94,STS-94,396.8,1199.81,0,0.0,0.0
701,702,298,188,"Voss, Janice E.","Voss, Janice E.",female,1956,U.S.,civilian,1990 NASA group,1990,5,5,MSP,2000,STS-99,STS-99,STS-99,STS-99,269.6,1199.81,0,0.0,0.0
702,703,299,76,"Tsibliyev, Vasili",Василий Васильевич Циблиев,male,1954,U.S.S.R/Russia,military,TsPK-8,1987,1,2,commander,1993,14,Soyuz TM­17,Mir,Soyuz TM­17,4721.0,9159.87,5,14.22,19.18
703,704,299,76,"Tsibliyev, Vasili",Василий Васильевич Циблиев,male,1954,U.S.S.R/Russia,military,TsPK-8,1987,2,2,commander,1997,23,Soyuz TM­25,Mir,Soyuz TM­25,4438.0,9159.87,1,5.22,19.18
704,705,300,4,"Haigneré, Jean-Pierre","Haigneré, Jean-Pierre",male,1948,France,military,CNES-2/EAC,1985,1,2,MSP,1993,Soyuz TM-17 / Soyuz TM-16,Soyuz TM-17,Soyuz TM-17,Soyuz TM-16,496.0,5028.0,1,6.32,6.32
705,706,300,4,"Haigneré, Jean-Pierre","Haigneré, Jean-Pierre",male,1948,France,military,CNES-2/EAC,1985,2,2,flight engineer,1999,27,Soyuz TM-29,Mir,Soyuz TM-29,4532.0,5028.0,0,0.0,6.32
706,707,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian,NASA-13,1990,1,4,MSP,1993,STS-51,STS-51,STS-51,STS-51,236.0,1032.0,1,7.08,43.03
707,708,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian,NASA-13,1990,2,4,MSP,1995,STS-69,STS-69,STS-69,STS-69,260.0,1032.0,0,0.0,43.03
708,709,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian,NASA-13,1990,3,4,MSP,1998,STS-88,STS-88,STS-88,STS-88,283.0,1032.0,3,21.38,43.03
709,710,301,189,"Newman, James H.","Newman, James H.",male,1956,U.S.,civilian,NASA-13,1990,4,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262.0,1032.0,2,14.57,43.03
710,711,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military,NASA- 13,1990,1,4,MSP,1993,STS-51,STS-51,STS-51,STS-51,236.0,5448.0,0,0.0,11.77
711,712,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military,NASA- 13,1990,2,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,169.0,5448.0,0,0.0,11.77
712,713,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military,NASA- 13,1990,3,4,MSP,1996,STS-77,STS-77,STS-77,STS-77,241.0,5448.0,0,0.0,11.77
713,714,302,190,"Bursch, Daniel W.","Bursch, Daniel W.",male,1957,U.S.,military,NASA- 13,1990,4,4,flight engineer,2001,4,STS-108,ISS,STS-111,4802.0,5448.0,2,11.77,11.77
714,715,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military,1990 NASA group,1990,1,4,MSP,1993,STS-51,STS-51,STS-51,STS-51,236.18,5533.06,1,7.08,18.91
715,716,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military,1990 NASA group,1990,2,4,MSP,1994,STS-65,STS-65,STS-65,STS-65,360.0,5533.06,0,0.0,18.91
716,717,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military,1990 NASA group,1990,3,4,MSP,1996,STS-79,STS-79,STS-79,STS-79,243.0,5533.06,0,0.0,18.91
717,718,303,191,"Walz, Carl E.","Walz, Carl E.",male,1955,U.S.,military,1990 NASA group,1990,4,4,MSP,2001,4,STS-108,ISS,STS-111,4704.0,5533.06,2,11.83,18.91
718,719,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military,1990 NASA group 13,1990,1,3,pilot,1993,STS-58,STS-58,STS-58,STS-58,338.0,938.0,0,0.0,0.0
719,720,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military,1990 NASA group 13,1990,2,3,pilot,1996,STS-76,STS-76,STS-76,STS-76,216.0,938.0,0,0.0,0.0
720,721,304,192,"Searfoss, Richard A.","Searfoss, Richard A.",male,1956,U.S.,military,1990 NASA group 13,1990,3,3,commander,1998,STS-90,STS-90,STS-90,STS-90,384.0,938.0,0,0.0,0.0
721,722,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military,NASA- 13,1990,1,4,MSP,1993,STS-58,STS-58,STS-58,STS-58,336.0,5396.0,0,0.0,24.35
722,723,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military,NASA- 13,1990,2,4,MSP,1995,STS-74,STS-74,STS-74,STS-74,196.0,5396.0,0,0.0,24.35
723,724,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military,NASA- 13,1990,3,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309.0,5396.0,2,13.27,24.35
724,725,305,193,"McArthur, William S., Jr.","McArthur, William S., Jr.",male,1951,U.S.,military,NASA- 13,1990,4,4,flight engineer,2006,12,Soyuz TMA-7,ISS,Soyuz TMA-7,4555.0,5396.0,2,11.08,24.35
725,726,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian,1990 NASA group,1990,1,4,MSP,1993,STS-58,STS-58,STS-58,STS-58,336.0,4040.95,0,0.0,41.95
726,727,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian,1990 NASA group,1990,2,4,MSP,1997,24,STS-86,Mir,STS-89,3072.0,4040.95,1,3.87,41.95
727,728,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian,1990 NASA group,1990,3,4,MSP,2002,STS-112,STS-112,STS-112,STS-112,259.0,4040.95,3,19.68,41.95
728,729,306,194,"Wolf, David A.","Wolf, David A.",male,1956,U.S.,civilian,1990 NASA group,1990,4,4,MSP,2009,STS-127,STS-127,STS-127,STS-127,376.0,4040.95,3,18.4,41.95
729,730,307,195,"Fettman, Martin Joseph","Fettman, Martin Joseph",male,1956,U.S.,civilian,PS for STS-58,1992,1,1,PSP,1993,STS-58,STS-58,STS-58,STS-58,336.47,336.47,0,0.0,0.0
730,731,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military,1989 NPOE Cosmonaut Group,1989,1,4,flight engineer,1994,Mir EO-15,Soyuz TM-18,Mir,Soyuz TM-18,4368.45,13270.42,0,0.0,31.15
731,732,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military,1989 NPOE Cosmonaut Group,1989,2,4,flight engineer,1996,Mir EO-21,Soyuz TM-23,Mir,Soyuz TM-23,4651.12,13270.42,6,30.5,31.15
732,733,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military,1989 NPOE Cosmonaut Group,1989,3,4,MSP,2000,STS 101,STS 101,Spacehub,STS 101,236.17,13270.42,0,0.0,31.15
733,734,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military,1989 NPOE Cosmonaut Group,1989,4,4,commander,2001,2,STS 102,ISS,STS 102,4014.68,13270.42,1,0.65,31.15
734,735,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian,1990 NASA group 13,1990,1,2,MSP,1994,STS-60,STS-60,STS-60,STS-60,199.0,420.0,0,0.0,0.0
735,736,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian,1990 NASA group 13,1990,2,2,MSP,1996,STS-76,STS-76,STS-76,STS-76,221.0,420.0,0,0.0,0.0
736,737,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 13,1990,1,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,269.0,1272.82,0,0.0,19.82
737,738,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,2,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,269.0,1272.82,0,0.0,19.82
738,739,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,3,4,MSP,1996,STS-80,STS-80,STS-80,STS-80,423.0,1272.82,0,0.0,19.82
739,740,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,4,4,MSP,2001,STS-98,STS-98,STS-98,STS-98,309.0,1272.82,3,19.82,19.82
740,741,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,1,6,commander,1994,16,Soyuz TM­19,Mir,Soyuz TM­19,3022.0,16872.47,2,11.12,34.83
741,742,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,2,6,Flight engineer,2000,STS­106,STS­106,STS­106,STS­106,283.0,16872.47,1,6.23,34.83
742,743,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,3,6,commander,2003,7,Soyuz TMA­2,ISS,Soyuz TMA­2,4438.0,16872.47,0,0.0,34.83
743,744,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,4,6,commander,2007,16,Soyuz TMA­11,ISS,Soyuz TMA­11,4603.0,16872.47,1,6.92,34.83
744,745,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,5,6,commander,2012,32,Soyuz TMA­05M,ISS,Soyuz TMA­05M,3047.0,16872.47,1,5.85,34.83
